"STATEFP","STUSPS","NAME","YEAR","CASES","POP","RATE"
"31","NE","Nebraska",2005,6,1761497,3.406193709
"31","NE","Nebraska",2006,25,1772693,14.10283676
"31","NE","Nebraska",2007,14,1783440,7.849997757
"31","NE","Nebraska",2008,20,1796378,11.13351422
"31","NE","Nebraska",2009,12,1812683,6.620021261
"31","NE","Nebraska",2010,5,1829542,2.732924415
"31","NE","Nebraska",2011,10,1840672,5.432798456
"31","NE","Nebraska",2012,9,1853303,4.856194589
"31","NE","Nebraska",2013,15,1865279,8.041692422
"31","NE","Nebraska",2014,13,1879321,6.917391973
"31","NE","Nebraska",2015,25,1891277,13.21858194
"31","NE","Nebraska",2016,31,1905616,16.26770556
"31","NE","Nebraska",2017,25,1915947,13.04837764
"31","NE","Nebraska",2018,48,1925614,24.92711416
"31","NE","Nebraska",2019,16,1934408,8.271264387
"31","NE","Nebraska",2020,8,1963273,4.07482810592312
"31","NE","Nebraska",2021,5,1964253,2.54549693954903
"31","NE","Nebraska",2022,7,1968060,3.55680213001636
"32","NV","Nevada",2000,2,2018741,0.990716491
"32","NV","Nevada",2001,1,2098399,0.476553792
"32","NV","Nevada",2002,5,2173791,2.300129129
"32","NV","Nevada",2003,0,2248850,0
"32","NV","Nevada",2004,0,2346222,0
"32","NV","Nevada",2005,0,2432143,0
"32","NV","Nevada",2006,0,2522658,0
"32","NV","Nevada",2007,0,2601072,0
"32","NV","Nevada",2008,3,2653630,1.130526863
"32","NV","Nevada",2009,1,2684665,0.372485953
"32","NV","Nevada",2010,0,2702405,0
"32","NV","Nevada",2011,2,2712730,0.737264674
"32","NV","Nevada",2012,0,2743996,0
"32","NV","Nevada",2013,1,2775970,0.360234441
"32","NV","Nevada",2014,1,2817628,0.354908455
"32","NV","Nevada",2015,2,2866939,0.697608146
"32","NV","Nevada",2016,4,2917563,1.371007241
"32","NV","Nevada",2017,3,2969905,1.010133321
"32","NV","Nevada",2018,9,3027341,2.972905926
"32","NV","Nevada",2019,7,3080156,2.272612166
"32","NV","Nevada",2020,2,3115840,0.641881483002978
"32","NV","Nevada",2021,1,3146632,0.317800111357159
"32","NV","Nevada",2022,1,3177421,0.314720649230933
"33","NH","New Hampshire",2000,0,1239882,0
"33","NH","New Hampshire",2001,1,1255517,0.796484635
"33","NH","New Hampshire",2002,0,1269089,0
"33","NH","New Hampshire",2003,0,1279840,0
"33","NH","New Hampshire",2004,0,1290121,0
"33","NH","New Hampshire",2005,1,1298492,0.770124113
"33","NH","New Hampshire",2006,1,1308389,0.764298691
"33","NH","New Hampshire",2007,1,1312540,0.761881543
"33","NH","New Hampshire",2008,1,1315906,0.7599327
"33","NH","New Hampshire",2009,1,1316102,0.759819528
"33","NH","New Hampshire",2010,1,1316762,0.759438684
"33","NH","New Hampshire",2011,3,1320202,2.27237953
"33","NH","New Hampshire",2012,2,1324232,1.510309372
"33","NH","New Hampshire",2013,4,1326622,3.015176893
"33","NH","New Hampshire",2014,2,1333341,1.499991375
"33","NH","New Hampshire",2015,0,1336350,0
"33","NH","New Hampshire",2016,2,1342307,1.489972115
"33","NH","New Hampshire",2017,11,1348787,8.155475994
"33","NH","New Hampshire",2018,7,1353465,5.171910615
"33","NH","New Hampshire",2019,8,1359711,5.883603207
"33","NH","New Hampshire",2020,1,1378702,0.725319902342928
"33","NH","New Hampshire",2021,0,1387494,0
"33","NH","New Hampshire",2022,0,1399003,0
"34","NJ","New Jersey",2000,12,8430621,1.42338269
"34","NJ","New Jersey",2001,9,8492671,1.059737272
"34","NJ","New Jersey",2002,16,8552643,1.870766733
"34","NJ","New Jersey",2003,16,8601402,1.860161867
"34","NJ","New Jersey",2004,14,8634561,1.621391059
"34","NJ","New Jersey",2005,30,8651974,3.4674168
"34","NJ","New Jersey",2006,41,8661679,4.733493356
"34","NJ","New Jersey",2007,32,8677885,3.687534463
"34","NJ","New Jersey",2008,85,8711090,9.757676709
"34","NJ","New Jersey",2009,63,8755602,7.195393304
"34","NJ","New Jersey",2010,61,8799446,6.932254599
"34","NJ","New Jersey",2011,136,8828117,15.40532369
"34","NJ","New Jersey",2012,128,8844942,14.47154769
"34","NJ","New Jersey",2013,42,8856972,4.742026959
"34","NJ","New Jersey",2014,58,8864525,6.542933773
"34","NJ","New Jersey",2015,63,8867949,7.104235714
"34","NJ","New Jersey",2016,64,8870827,7.214659918
"34","NJ","New Jersey",2017,137,8885525,15.41833488
"34","NJ","New Jersey",2018,147,8886025,16.54282989
"34","NJ","New Jersey",2019,209,8882190,23.53023297
"34","NJ","New Jersey",2020,35,9272392,3.77464628328914
"34","NJ","New Jersey",2021,39,9269175,4.20749419446715
"34","NJ","New Jersey",2022,35,9260817,3.77936417488867
"35","NM","New Mexico",2000,1,1821204,0.549087307
"35","NM","New Mexico",2001,1,1831690,0.54594391
"35","NM","New Mexico",2002,1,1855309,0.538993774
"35","NM","New Mexico",2003,1,1877574,0.532602177
"35","NM","New Mexico",2004,2,1903808,1.050526103
"35","NM","New Mexico",2005,4,1932274,2.070099789
"35","NM","New Mexico",2006,8,1962137,4.077187271
"35","NM","New Mexico",2007,6,1990070,3.014969323
"35","NM","New Mexico",2008,4,2010662,1.989394538
"35","NM","New Mexico",2009,1,2036802,0.490965739
"35","NM","New Mexico",2010,1,2064552,0.484366584
"35","NM","New Mexico",2011,0,2080450,0
"35","NM","New Mexico",2012,4,2087309,1.916343004
"35","NM","New Mexico",2013,4,2092273,1.911796405
"35","NM","New Mexico",2014,2,2089568,0.957135638
"35","NM","New Mexico",2015,2,2089291,0.957262535
"35","NM","New Mexico",2016,0,2091630,0
"35","NM","New Mexico",2017,3,2091784,1.434182497
"35","NM","New Mexico",2018,3,2092741,1.433526652
"35","NM","New Mexico",2019,0,2096829,0
"35","NM","New Mexico",2020,2,2118488,0.944069543938885
"35","NM","New Mexico",2021,0,2116950,0
"35","NM","New Mexico",2022,0,2113476,0
"36","NY","New York",2000,9,19001780,0.473639838
"36","NY","New York",2001,4,19082838,0.209612428
"36","NY","New York",2002,10,19137800,0.5225261
"36","NY","New York",2003,13,19175939,0.677932903
"36","NY","New York",2004,24,19171567,1.251853852
"36","NY","New York",2005,9,19132610,0.470401059
"36","NY","New York",2006,23,19104631,1.203896584
"36","NY","New York",2007,35,19132335,1.829363745
"36","NY","New York",2008,54,19212436,2.810679499
"36","NY","New York",2009,24,19307066,1.243068211
"36","NY","New York",2010,30,19399878,1.546401477
"36","NY","New York",2011,24,19499241,1.230817138
"36","NY","New York",2012,35,19572932,1.788183804
"36","NY","New York",2013,28,19624447,1.426791797
"36","NY","New York",2014,21,19651049,1.068645241
"36","NY","New York",2015,40,19654666,2.035140155
"36","NY","New York",2016,37,19633428,1.884540998
"36","NY","New York",2017,38,19589572,1.939807567
"36","NY","New York",2018,51,19530351,2.611320196
"36","NY","New York",2019,75,19453561,3.855335278
"36","NY","New York",2020,5,20104710,0.248697941925051
"36","NY","New York",2021,13,19854526,0.654762546333264
"36","NY","New York",2022,10,19673200,0.508305715389464
"37","NC","North Carolina",2000,78,8081614,9.651537428
"37","NC","North Carolina",2001,185,8210122,22.5331609
"37","NC","North Carolina",2002,294,8326201,35.31022131
"37","NC","North Carolina",2003,331,8422501,39.29949073
"37","NC","North Carolina",2004,535,8553152,62.55004003
"37","NC","North Carolina",2005,625,8705407,71.79446062
"37","NC","North Carolina",2006,852,8917270,95.54493696
"37","NC","North Carolina",2007,665,9118037,72.93236472
"37","NC","North Carolina",2008,511,9309449,54.89046666
"37","NC","North Carolina",2009,255,9449566,26.98536631
"37","NC","North Carolina",2010,286,9574323,29.87156376
"37","NC","North Carolina",2011,327,9657592,33.85937198
"37","NC","North Carolina",2012,591,9749476,60.61864248
"37","NC","North Carolina",2013,426,9843336,43.27801063
"37","NC","North Carolina",2014,496,9932887,49.93512964
"37","NC","North Carolina",2015,459,10031646,45.75520308
"37","NC","North Carolina",2016,482,10154788,47.4652942
"37","NC","North Carolina",2017,518,10268233,50.44684903
"37","NC","North Carolina",2018,496,10381615,47.77676691
"37","NC","North Carolina",2019,679,10488084,64.74013747
"37","NC","North Carolina",2020,187,10453812,17.8882114964379
"37","NC","North Carolina",2021,185,10567100,17.5071684757407
"37","NC","North Carolina",2022,202,10695965,18.885626495599
"38","ND","North Dakota",2000,0,642023,0
"38","ND","North Dakota",2001,1,639062,1.5647934
"38","ND","North Dakota",2002,0,638168,0
"38","ND","North Dakota",2003,0,638817,0
"38","ND","North Dakota",2004,0,644705,0
"38","ND","North Dakota",2005,1,646089,1.547774378
"38","ND","North Dakota",2006,0,649422,0
"38","ND","North Dakota",2007,0,652822,0
"38","ND","North Dakota",2008,1,657569,1.520752955
"38","ND","North Dakota",2009,0,664968,0
"38","ND","North Dakota",2010,1,674715,1.48210726
"38","ND","North Dakota",2011,2,685225,2.918749316
"38","ND","North Dakota",2012,1,701176,1.426175454
"38","ND","North Dakota",2013,2,722036,2.769944989
"38","ND","North Dakota",2014,3,737401,4.068342733
"38","ND","North Dakota",2015,6,754066,7.956863192
"38","ND","North Dakota",2016,1,754434,1.325496995
"38","ND","North Dakota",2017,14,754942,18.54447097
"38","ND","North Dakota",2018,10,758080,13.19121992
"38","ND","North Dakota",2019,4,762062,5.248916755
"38","ND","North Dakota",2020,1,779563,1.28276996214546
"38","ND","North Dakota",2021,0,777982,0
"38","ND","North Dakota",2022,0,778912,0
"39","OH","Ohio",2000,18,11363543,1.584013014
"39","OH","Ohio",2001,2,11387404,0.175632655
"39","OH","Ohio",2002,13,11407889,1.13956228
"39","OH","Ohio",2003,10,11434788,0.874524303
"39","OH","Ohio",2004,11,11452251,0.96050986
"39","OH","Ohio",2005,21,11463320,1.831930017
"39","OH","Ohio",2006,26,11481213,2.264569083
"39","OH","Ohio",2007,10,11500468,0.869529831
"39","OH","Ohio",2008,31,11515391,2.692049276
"39","OH","Ohio",2009,18,11528896,1.561294334
"39","OH","Ohio",2010,15,11539336,1.299901485
"39","OH","Ohio",2011,21,11544663,1.819022348
"39","OH","Ohio",2012,23,11548923,1.991527695
"39","OH","Ohio",2013,23,11576684,1.986751992
"39","OH","Ohio",2014,12,11602700,1.03424203
"39","OH","Ohio",2015,12,11617527,1.032922067
"39","OH","Ohio",2016,24,11634370,2.062853425
"39","OH","Ohio",2017,35,11659650,3.001805372
"39","OH","Ohio",2018,38,11676341,3.254444179
"39","OH","Ohio",2019,49,11689100,4.191939499
"39","OH","Ohio",2020,22,11798292,1.86467668370981
"39","OH","Ohio",2021,30,11765227,2.549887052753
"39","OH","Ohio",2022,40,11759697,3.4014481835714
"40","OK","Oklahoma",2000,37,3454365,10.71108583
"40","OK","Oklahoma",2001,57,3467100,16.44025266
"40","OK","Oklahoma",2002,111,3489080,31.81354397
"40","OK","Oklahoma",2003,138,3504892,39.37353847
"40","OK","Oklahoma",2004,190,3525233,53.89714666
"40","OK","Oklahoma",2005,206,3548597,58.05111147
"40","OK","Oklahoma",2006,139,3594090,38.67460192
"40","OK","Oklahoma",2007,186,3634349,51.17835409
"40","OK","Oklahoma",2008,268,3668976,73.04490408
"40","OK","Oklahoma",2009,342,3717572,91.99552826
"40","OK","Oklahoma",2010,236,3759944,62.76689227
"40","OK","Oklahoma",2011,335,3788379,88.42832251
"40","OK","Oklahoma",2012,409,3818814,107.1013147
"40","OK","Oklahoma",2013,241,3853214,62.54518955
"40","OK","Oklahoma",2014,219,3878187,56.46968545
"40","OK","Oklahoma",2015,307,3909500,78.52666581
"40","OK","Oklahoma",2016,124,3926331,31.58164709
"40","OK","Oklahoma",2017,349,3931316,88.77434427
"40","OK","Oklahoma",2018,80,3940235,20.30335754
"40","OK","Oklahoma",2019,0,3956971,0
"40","OK","Oklahoma",2020,12,3965234,3.02630311351108
"40","OK","Oklahoma",2021,19,3991634,4.75995544681702
"40","OK","Oklahoma",2022,25,4019271,6.22003343392371
"41","OR","Oregon",2000,2,3429708,0.583140022
"41","OR","Oregon",2001,1,3467937,0.288355873
"41","OR","Oregon",2002,3,3513424,0.853867908
"41","OR","Oregon",2003,0,3547376,0
"41","OR","Oregon",2004,2,3569463,0.560308371
"41","OR","Oregon",2005,2,3613202,0.553525654
"41","OR","Oregon",2006,2,3670883,0.544828043
"41","OR","Oregon",2007,2,3722417,0.537285318
"41","OR","Oregon",2008,3,3768748,0.796020323
"41","OR","Oregon",2009,0,3808600,0
"41","OR","Oregon",2010,1,3837491,0.26058693
"41","OR","Oregon",2011,1,3872036,0.258262062
"41","OR","Oregon",2012,1,3899001,0.256475954
"41","OR","Oregon",2013,2,3922468,0.509883063
"41","OR","Oregon",2014,5,3963244,1.261592776
"41","OR","Oregon",2015,6,4015792,1.494101288
"41","OR","Oregon",2016,6,4089976,1.467001273
"41","OR","Oregon",2017,4,4143625,0.965338321
"41","OR","Oregon",2018,4,4181886,0.956506227
"41","OR","Oregon",2019,4,4217737,0.948375871
"41","OR","Oregon",2020,3,4245044,0.706706455810588
"41","OR","Oregon",2021,2,4256465,0.469873474820068
"41","OR","Oregon",2022,4,4239379,0.943534418602347
"42","PA","Pennsylvania",2000,25,12284173,2.035139036
"42","PA","Pennsylvania",2001,20,12298970,1.626152434
"42","PA","Pennsylvania",2002,33,12331031,2.676175252
"42","PA","Pennsylvania",2003,12,12374658,0.969723769
"42","PA","Pennsylvania",2004,30,12410722,2.417264685
"42","PA","Pennsylvania",2005,32,12449990,2.570283189
"42","PA","Pennsylvania",2006,26,12510809,2.078202936
"42","PA","Pennsylvania",2007,18,12563937,1.43267194
"42","PA","Pennsylvania",2008,15,12612285,1.189316607
"42","PA","Pennsylvania",2009,23,12666858,1.815762046
"42","PA","Pennsylvania",2010,15,12711160,1.180065391
"42","PA","Pennsylvania",2011,19,12745815,1.490685374
"42","PA","Pennsylvania",2012,41,12767118,3.211374721
"42","PA","Pennsylvania",2013,16,12776309,1.252317864
"42","PA","Pennsylvania",2014,7,12788313,0.547374779
"42","PA","Pennsylvania",2015,16,12784826,1.251483595
"42","PA","Pennsylvania",2016,22,12782275,1.721133366
"42","PA","Pennsylvania",2017,28,12787641,2.189614175
"42","PA","Pennsylvania",2018,25,12800922,1.952984324
"42","PA","Pennsylvania",2019,29,12801989,2.265272998
"42","PA","Pennsylvania",2020,3,12995477,0.230849548654505
"42","PA","Pennsylvania",2021,8,13013614,0.614740839862009
"42","PA","Pennsylvania",2022,3,12972091,0.231265722696518
"44","RI","Rhode Island",2000,0,1050268,0
"44","RI","Rhode Island",2001,0,1057142,0
"44","RI","Rhode Island",2002,4,1065995,3.752362816
"44","RI","Rhode Island",2003,1,1071342,0.933408753
"44","RI","Rhode Island",2004,7,1074579,6.514179041
"44","RI","Rhode Island",2005,3,1067916,2.809209713
"44","RI","Rhode Island",2006,10,1063096,9.406488219
"44","RI","Rhode Island",2007,0,1057315,0
"44","RI","Rhode Island",2008,3,1055003,2.84359381
"44","RI","Rhode Island",2009,0,1053646,0
"44","RI","Rhode Island",2010,2,1053959,1.897607023
"44","RI","Rhode Island",2011,2,1053649,1.898165328
"44","RI","Rhode Island",2012,13,1054621,12.32670315
"44","RI","Rhode Island",2013,2,1055081,1.895589059
"44","RI","Rhode Island",2014,0,1055936,0
"44","RI","Rhode Island",2015,2,1056065,1.893822823
"44","RI","Rhode Island",2016,4,1056770,3.785118805
"44","RI","Rhode Island",2017,15,1055673,14.20894538
"44","RI","Rhode Island",2018,9,1058287,8.504309323
"44","RI","Rhode Island",2019,0,1059361,0
"44","RI","Rhode Island",2020,0,1096444,0
"44","RI","Rhode Island",2021,1,1097092,0.911500585183376
"44","RI","Rhode Island",2022,0,1093842,0
"45","SC","South Carolina",2000,51,4024223,12.67325394
"45","SC","South Carolina",2001,31,4064995,7.626085641
"45","SC","South Carolina",2002,75,4107795,18.25797052
"45","SC","South Carolina",2003,49,4150297,11.80638398
"45","SC","South Carolina",2004,64,4210921,15.19857532
"45","SC","South Carolina",2005,70,4270150,16.39286676
"45","SC","South Carolina",2006,43,4357847,9.867257845
"45","SC","South Carolina",2007,64,4444110,14.40108368
"45","SC","South Carolina",2008,57,4528996,12.58557084
"45","SC","South Carolina",2009,19,4589872,4.13954899
"45","SC","South Carolina",2010,20,4635649,4.314390499
"45","SC","South Carolina",2011,36,4671994,7.705489348
"45","SC","South Carolina",2012,61,4717354,12.93097783
"45","SC","South Carolina",2013,60,4764080,12.59424695
"45","SC","South Carolina",2014,32,4823617,6.634025877
"45","SC","South Carolina",2015,47,4891938,9.607644251
"45","SC","South Carolina",2016,54,4957968,10.8915588
"45","SC","South Carolina",2017,94,5021268,18.72037103
"45","SC","South Carolina",2018,54,5084156,10.62123192
"45","SC","South Carolina",2019,77,5148714,14.95519075
"45","SC","South Carolina",2020,10,5132151,1.9485007358513
"45","SC","South Carolina",2021,23,5193848,4.42831596149907
"45","SC","South Carolina",2022,21,5282955,3.97504805549167
"46","SD","South Dakota",2000,2,755844,2.646048656
"46","SD","South Dakota",2001,2,757972,2.638619896
"46","SD","South Dakota",2002,1,760020,1.315754849
"46","SD","South Dakota",2003,5,763729,6.546824855
"46","SD","South Dakota",2004,4,770396,5.192134954
"46","SD","South Dakota",2005,5,775493,6.447511454
"46","SD","South Dakota",2006,0,783033,0
"46","SD","South Dakota",2007,5,791623,6.316137859
"46","SD","South Dakota",2008,3,799124,3.754110751
"46","SD","South Dakota",2009,0,807067,0
"46","SD","South Dakota",2010,0,816166,0
"46","SD","South Dakota",2011,1,823579,1.214212601
"46","SD","South Dakota",2012,1,833566,1.199665054
"46","SD","South Dakota",2013,7,842316,8.310420317
"46","SD","South Dakota",2014,3,849129,3.533032083
"46","SD","South Dakota",2015,2,853988,2.341953283
"46","SD","South Dakota",2016,6,862996,6.952523534
"46","SD","South Dakota",2017,13,872868,14.89343177
"46","SD","South Dakota",2018,14,878698,15.93266401
"46","SD","South Dakota",2019,10,884659,11.3037905
"46","SD","South Dakota",2020,8,887852,9.01051076080248
"46","SD","South Dakota",2021,6,896299,6.69419468280116
"46","SD","South Dakota",2022,1,909869,1.09905931513218
"47","TN","Tennessee",2000,58,5703719,10.1688039
"47","TN","Tennessee",2001,85,5750789,14.78058054
"47","TN","Tennessee",2002,85,5795918,14.66549389
"47","TN","Tennessee",2003,74,5847812,12.65430558
"47","TN","Tennessee",2004,105,5910809,17.7640658
"47","TN","Tennessee",2005,136,5991057,22.70050176
"47","TN","Tennessee",2006,265,6088766,43.52277621
"47","TN","Tennessee",2007,155,6175727,25.09825969
"47","TN","Tennessee",2008,233,6247411,37.29544927
"47","TN","Tennessee",2009,190,6306019,30.12994411
"47","TN","Tennessee",2010,310,6355311,48.77810071
"47","TN","Tennessee",2011,263,6399291,41.09830292
"47","TN","Tennessee",2012,696,6453898,107.8418035
"47","TN","Tennessee",2013,549,6494340,84.53514907
"47","TN","Tennessee",2014,558,6541223,85.30514859
"47","TN","Tennessee",2015,605,6591170,91.78946985
"47","TN","Tennessee",2016,595,6646010,89.52740065
"47","TN","Tennessee",2017,778,6708799,115.9671053
"47","TN","Tennessee",2018,538,6771631,79.4491017
"47","TN","Tennessee",2019,332,6829174,48.61495695
"47","TN","Tennessee",2020,111,6926091,16.0263559921462
"47","TN","Tennessee",2021,118,6963709,16.9449929628019
"47","TN","Tennessee",2022,94,7048976,13.3352702576942
"48","TX","Texas",2000,6,20944499,0.286471402
"48","TX","Texas",2001,0,21319622,0
"48","TX","Texas",2002,13,21690325,0.599345561
"48","TX","Texas",2003,14,22030931,0.635470194
"48","TX","Texas",2004,20,22394023,0.893095448
"48","TX","Texas",2005,30,22778123,1.317053209
"48","TX","Texas",2006,40,23359580,1.712359554
"48","TX","Texas",2007,49,23831983,2.056060547
"48","TX","Texas",2008,62,24309039,2.550491609
"48","TX","Texas",2009,36,24801761,1.451509834
"48","TX","Texas",2010,34,25241971,1.346962961
"48","TX","Texas",2011,52,25645629,2.027635976
"48","TX","Texas",2012,77,26084481,2.951946792
"48","TX","Texas",2013,83,26480266,3.134409601
"48","TX","Texas",2014,94,26964333,3.486086602
"48","TX","Texas",2015,61,27470056,2.220599769
"48","TX","Texas",2016,87,27914410,3.116669849
"48","TX","Texas",2017,101,28295273,3.569500814
"48","TX","Texas",2018,76,28628666,2.654681849
"48","TX","Texas",2019,23,28995881,0.793216112
"48","TX","Texas",2020,12,29234361,0.410475878025861
"48","TX","Texas",2021,10,29561286,0.338280276439936
"48","TX","Texas",2022,19,30029848,0.632703835197567
"49","UT","Utah",2000,2,2244502,0.891066259
"49","UT","Utah",2001,3,2283715,1.313649032
"49","UT","Utah",2002,0,2324815,0
"49","UT","Utah",2003,1,2360137,0.423704217
"49","UT","Utah",2004,1,2401580,0.416392542
"49","UT","Utah",2005,0,2457719,0
"49","UT","Utah",2006,0,2525507,0
"49","UT","Utah",2007,0,2597746,0
"49","UT","Utah",2008,7,2663029,2.628585719
"49","UT","Utah",2009,1,2723421,0.367185242
"49","UT","Utah",2010,3,2775332,1.080951756
"49","UT","Utah",2011,8,2814384,2.842540321
"49","UT","Utah",2012,6,2853375,2.102773032
"49","UT","Utah",2013,7,2897640,2.415759031
"49","UT","Utah",2014,8,2936879,2.723980116
"49","UT","Utah",2015,7,2981835,2.347547735
"49","UT","Utah",2016,4,3041868,1.314981452
"49","UT","Utah",2017,10,3101042,3.224722529
"49","UT","Utah",2018,8,3153550,2.53682358
"49","UT","Utah",2019,10,3205958,3.119192454
"49","UT","Utah",2020,1,3283982,0.304508368194466
"49","UT","Utah",2021,0,3339284,0
"49","UT","Utah",2022,1,3381236,0.295749838224838
"50","VT","Vermont",2000,0,609618,0
"50","VT","Vermont",2001,0,612223,0
"50","VT","Vermont",2002,0,615442,0
"50","VT","Vermont",2003,0,617858,0
"50","VT","Vermont",2004,1,619920,1.613111369
"50","VT","Vermont",2005,0,621215,0
"50","VT","Vermont",2006,0,622892,0
"50","VT","Vermont",2007,0,623481,0
"50","VT","Vermont",2008,0,624151,0
"50","VT","Vermont",2009,1,624817,1.600468617
"50","VT","Vermont",2010,0,625879,0
"50","VT","Vermont",2011,0,627049,0
"50","VT","Vermont",2012,1,626090,1.597214458
"50","VT","Vermont",2013,0,626210,0
"50","VT","Vermont",2014,0,625214,0
"50","VT","Vermont",2015,0,625216,0
"50","VT","Vermont",2016,2,623657,3.206890967
"50","VT","Vermont",2017,4,624344,6.406724498
"50","VT","Vermont",2018,5,624358,8.00822605
"50","VT","Vermont",2019,7,623989,11.21814647
"50","VT","Vermont",2020,1,642936,1.55536476414449
"50","VT","Vermont",2021,1,647093,1.54537292166659
"50","VT","Vermont",2022,2,647110,3.09066464743243
"51","VA","Virginia",2000,7,7105817,0.985108398
"51","VA","Virginia",2001,40,7198362,5.556819732
"51","VA","Virginia",2002,43,7286873,5.90102229
"51","VA","Virginia",2003,34,7366977,4.615190193
"51","VA","Virginia",2004,45,7475575,6.019603843
"51","VA","Virginia",2005,121,7577105,15.96915973
"51","VA","Virginia",2006,114,7673725,14.85588811
"51","VA","Virginia",2007,123,7751000,15.86892014
"51","VA","Virginia",2008,155,7833496,19.78682315
"51","VA","Virginia",2009,53,7925937,6.686906545
"51","VA","Virginia",2010,145,8023699,18.07146554
"51","VA","Virginia",2011,231,8101155,28.51445257
"51","VA","Virginia",2012,461,8185080,56.32199074
"51","VA","Virginia",2013,350,8252427,42.41176565
"51","VA","Virginia",2014,373,8310993,44.88031695
"51","VA","Virginia",2015,296,8361808,35.39904289
"51","VA","Virginia",2016,312,8410106,37.09822445
"51","VA","Virginia",2017,307,8463587,36.27303648
"51","VA","Virginia",2018,339,8501286,39.87631989
"51","VA","Virginia",2019,302,8535519,35.38156262
"51","VA","Virginia",2020,48,8637193,5.55736105468524
"51","VA","Virginia",2021,73,8657348,8.43214342313605
"51","VA","Virginia",2022,69,8679099,7.9501339943236
"53","WA","Washington",2000,0,5910512,0
"53","WA","Washington",2001,0,5985722,0
"53","WA","Washington",2002,0,6052349,0
"53","WA","Washington",2003,NA,6104115,NA
"53","WA","Washington",2004,NA,6178645,NA
"53","WA","Washington",2005,0,6257305,0
"53","WA","Washington",2006,NA,6370753,NA
"53","WA","Washington",2007,NA,6461587,NA
"53","WA","Washington",2008,0,6562231,0
"53","WA","Washington",2009,0,6667426,0
"53","WA","Washington",2010,1,6742830,0.148305682
"53","WA","Washington",2011,4,6826627,0.585940905
"53","WA","Washington",2012,1,6897058,0.144989356
"53","WA","Washington",2013,2,6963985,0.287191888
"53","WA","Washington",2014,2,7054655,0.283500752
"53","WA","Washington",2015,4,7163657,0.558374026
"53","WA","Washington",2016,0,7294771,0
"53","WA","Washington",2017,5,7423362,0.673549262
"53","WA","Washington",2018,3,7523869,0.398731025
"53","WA","Washington",2019,4,7614893,0.525286435
"53","WA","Washington",2020,2,7724566,0.25891422249483
"53","WA","Washington",2021,2,7741433,0.258350101331368
"53","WA","Washington",2022,2,7784477,0.256921563259805
"54","WV","West Virginia",2000,3,1807021,1.660190999
"54","WV","West Virginia",2001,1,1801481,0.555098833
"54","WV","West Virginia",2002,2,1805414,1.107779158
"54","WV","West Virginia",2003,6,1812295,3.310719281
"54","WV","West Virginia",2004,7,1816438,3.85369608
"54","WV","West Virginia",2005,10,1820492,5.493020568
"54","WV","West Virginia",2006,4,1827912,2.188289152
"54","WV","West Virginia",2007,6,1834052,3.271444866
"54","WV","West Virginia",2008,10,1840310,5.43386712
"54","WV","West Virginia",2009,2,1847775,1.082382866
"54","WV","West Virginia",2010,0,1854239,0
"54","WV","West Virginia",2011,4,1856301,2.154822952
"54","WV","West Virginia",2012,2,1856872,1.077080165
"54","WV","West Virginia",2013,6,1853914,3.236396079
"54","WV","West Virginia",2014,5,1849489,2.703449439
"54","WV","West Virginia",2015,9,1842050,4.885860862
"54","WV","West Virginia",2016,14,1831023,7.645998985
"54","WV","West Virginia",2017,18,1817004,9.906417377
"54","WV","West Virginia",2018,20,1804291,11.08468645
"54","WV","West Virginia",2019,25,1792147,13.94974854
"54","WV","West Virginia",2020,5,1791562,2.79086071260721
"54","WV","West Virginia",2021,12,1785249,6.72175141954988
"54","WV","West Virginia",2022,12,1774035,6.76424084079514
"55","WI","Wisconsin",2000,0,5373999,0
"55","WI","Wisconsin",2001,0,5406835,0
"55","WI","Wisconsin",2002,0,5445162,0
"55","WI","Wisconsin",2003,0,5479203,0
"55","WI","Wisconsin",2004,2,5514026,0.362711384
"55","WI","Wisconsin",2005,2,5546166,0.360609473
"55","WI","Wisconsin",2006,1,5577655,0.179286815
"55","WI","Wisconsin",2007,1,5610775,0.178228498
"55","WI","Wisconsin",2008,0,5640996,0
"55","WI","Wisconsin",2009,5,5669264,0.881948697
"55","WI","Wisconsin",2010,7,5690475,1.23012578
"55","WI","Wisconsin",2011,11,5705288,1.928035885
"55","WI","Wisconsin",2012,22,5719960,3.846180743
"55","WI","Wisconsin",2013,11,5736754,1.917460641
"55","WI","Wisconsin",2014,11,5751525,1.91253624
"55","WI","Wisconsin",2015,5,5760940,0.867913917
"55","WI","Wisconsin",2016,19,5772628,3.291395184
"55","WI","Wisconsin",2017,23,5790186,3.972238543
"55","WI","Wisconsin",2018,28,5807406,4.82142974
"55","WI","Wisconsin",2019,14,5822434,2.404492692
"55","WI","Wisconsin",2020,3,5896700,0.508759136466159
"55","WI","Wisconsin",2021,5,5879978,0.850343317611052
"55","WI","Wisconsin",2022,11,5890543,1.86740000030557
"56","WY","Wyoming",2000,3,494300,6.069188752
"56","WY","Wyoming",2001,2,494657,4.043205696
"56","WY","Wyoming",2002,5,500017,9.999660012
"56","WY","Wyoming",2003,2,503453,3.972565463
"56","WY","Wyoming",2004,5,509106,9.821137445
"56","WY","Wyoming",2005,3,514157,5.834793653
"56","WY","Wyoming",2006,7,522667,13.3928486
"56","WY","Wyoming",2007,13,534876,24.30469866
"56","WY","Wyoming",2008,10,546043,18.31357604
