"STATEFP","STUSPS","NAME","YEAR","CASES_A","CASES_EC","POP","RATE_A","RATE_EC"
"44","RI","Rhode Island",2017,151,74,1055673,143.036716862134,70.0974638927016
"44","RI","Rhode Island",2018,149,79,1058287,140.793565450582,74.6489373865502
"44","RI","Rhode Island",2019,151,45,1059361,142.538756854368,42.478437473156
"44","RI","Rhode Island",2020,91,19,1096444,82.9955747853972,17.3287463837642
"44","RI","Rhode Island",2021,140,15,1097092,127.610081925673,13.6725087777506
"44","RI","Rhode Island",2022,63,16,1093842,57.5951554246409,14.6273410602262
"45","SC","South Carolina",2008,0,1,4528996,0,0.220799488451745
"45","SC","South Carolina",2009,0,2,4589872,0,0.435741998905416
"45","SC","South Carolina",2010,1,5,4635649,0.215719524925205,1.07859762462602
"45","SC","South Carolina",2011,0,2,4671994,0,0.428082741544617
"45","SC","South Carolina",2012,0,2,4717354,0,0.423966486297191
"45","SC","South Carolina",2013,0,7,4764080,0,1.46932881059932
"45","SC","South Carolina",2014,0,8,4823617,0,1.65850646931545
"45","SC","South Carolina",2015,1,3,4891938,0.20441796277876,0.613253888336279
"45","SC","South Carolina",2016,0,0,4957968,0,0
"45","SC","South Carolina",2017,0,0,5021268,0,0
"45","SC","South Carolina",2018,0,0,5084156,0,0
"45","SC","South Carolina",2019,0,0,5148714,0,0
"45","SC","South Carolina",2020,0,0,5132151,0,0
"45","SC","South Carolina",2021,0,0,5193848,0,0
"45","SC","South Carolina",2022,0,0,5282955,0,0
"46","SD","South Dakota",2008,1,0,799124,1.25137025042422,0
"46","SD","South Dakota",2009,0,0,807067,0,0
"46","SD","South Dakota",2010,0,0,816166,0,0
"46","SD","South Dakota",2011,3,1,823579,3.64263780402366,1.21421260134122
"46","SD","South Dakota",2012,0,0,833566,0,0
"46","SD","South Dakota",2013,0,1,842316,0,1.18720290247366
"46","SD","South Dakota",2014,0,0,849129,0,0
"46","SD","South Dakota",2015,0,0,853988,0,0
"46","SD","South Dakota",2016,1,0,862996,1.15875392238203,0
"46","SD","South Dakota",2017,1,0,872868,1.14564859749699,0
"46","SD","South Dakota",2018,1,3,878698,1.13804742926466,3.41414228779399
"46","SD","South Dakota",2019,0,0,884659,0,0
"46","SD","South Dakota",2020,2,0,887852,2.25262769020062,0
"46","SD","South Dakota",2021,1,2,896299,1.11569911380019,2.23139822760039
"46","SD","South Dakota",2022,1,0,909869,1.09905931513218,0
"47","TN","Tennessee",2008,0,64,6247411,0,10.2442435754587
"47","TN","Tennessee",2009,1,73,6306019,0.158578653188327,11.5762416827479
"47","TN","Tennessee",2010,11,57,6355311,1.73083583163751,8.96887658212163
"47","TN","Tennessee",2011,10,54,6399291,1.56267311488101,8.43843482035744
"47","TN","Tennessee",2012,13,61,6453898,2.01428655984337,9.45165231926504
"47","TN","Tennessee",2013,5,85,6494340,0.769901175485115,13.0883199832469
"47","TN","Tennessee",2014,3,87,6541223,0.458629831149313,13.3002651033301
"47","TN","Tennessee",2015,10,61,6591170,1.51718131985672,9.25480605112598
"47","TN","Tennessee",2016,12,89,6646010,1.80559463497648,13.3914935427422
"47","TN","Tennessee",2017,17,97,6708799,2.5339855911617,14.4586236672167
"47","TN","Tennessee",2018,4,121,6771631,0.590699640898921,17.8686641371924
"47","TN","Tennessee",2019,7,125,6829174,1.02501415251683,18.3038241520863
"47","TN","Tennessee",2020,4,65,6926091,0.577526342059323,9.384803058464
"47","TN","Tennessee",2021,9,110,6963709,1.29241471750184,15.796179880578
"47","TN","Tennessee",2022,14,76,7048976,1.98610408093317,10.7817078679229
"48","TX","Texas",2008,1,28,24309039,0.041136961440557,1.1518349203356
"48","TX","Texas",2009,2,4,24801761,0.080639435240103,0.161278870480205
"48","TX","Texas",2010,3,3,25241971,0.118849673030684,0.118849673030684
"48","TX","Texas",2011,2,4,25645629,0.077985999095596,0.155971998191193
"48","TX","Texas",2012,1,4,26084481,0.038336971320227,0.153347885280907
"48","TX","Texas",2013,0,8,26480266,0,0.302111768816824
"48","TX","Texas",2014,3,12,26964333,0.111258083038805,0.445032332155221
"48","TX","Texas",2015,3,8,27470056,0.109209824690565,0.29122619917484
"48","TX","Texas",2016,1,15,27914410,0.035823791367971,0.537356870519563
"48","TX","Texas",2017,2,16,28295273,0.070683184431548,0.565465475452384
"48","TX","Texas",2018,4,9,28628666,0.139720097331814,0.314370218996582
"48","TX","Texas",2019,4,9,28995881,0.137950628228885,0.310388913514992
"48","TX","Texas",2020,1,8,29234361,0.0342063231688218,0.273650585350574
"48","TX","Texas",2021,3,6,29561286,0.101484082931981,0.202968165863961
"48","TX","Texas",2022,2,10,30029848,0.0666004037050071,0.333002018525035
"49","UT","Utah",2008,0,0,2663029,0,0
"49","UT","Utah",2009,0,0,2723421,0,0
"49","UT","Utah",2010,0,0,2775332,0,0
"49","UT","Utah",2011,0,0,2814384,0,0
"49","UT","Utah",2012,0,0,2853375,0,0
"49","UT","Utah",2013,0,1,2897640,0,0.34510843306967
"49","UT","Utah",2014,0,0,2936879,0,0
"49","UT","Utah",2015,2,0,2981835,0.670727924247988,0
"49","UT","Utah",2016,0,0,3041868,0,0
"49","UT","Utah",2017,2,0,3101042,0.644944505750003,0
"49","UT","Utah",2018,1,0,3153550,0.317102947471897,0
"49","UT","Utah",2019,0,0,3205958,0,0
"49","UT","Utah",2020,0,0,3283982,0,0
"49","UT","Utah",2021,0,0,3339284,0,0
"49","UT","Utah",2022,0,0,3381236,0,0
"50","VT","Vermont",2008,0,0,624151,0,0
"50","VT","Vermont",2009,NA,1,624817,NA,1.60046861721112
"50","VT","Vermont",2010,2,0,625879,3.1955058405858,0
"50","VT","Vermont",2011,8,0,627049,12.7581736036578,0
"50","VT","Vermont",2012,9,0,626090,14.3749301218675,0
"50","VT","Vermont",2013,41,6,626210,65.4732438000032,9.58145031219559
"50","VT","Vermont",2014,67,1,625214,107.163307283586,1.59945234751621
"50","VT","Vermont",2015,139,4,625216,222.323165114137,6.39778892414782
"50","VT","Vermont",2016,201,3,623657,322.292542214711,4.81033645096584
"50","VT","Vermont",2017,399,11,624344,639.070768678805,17.6184923695911
"50","VT","Vermont",2018,244,17,624358,390.80143123016,27.2279685693144
"50","VT","Vermont",2019,535,39,623989,857.386909064102,62.501101782243
"50","VT","Vermont",2020,191,5,642936,297.074669951597,7.77682382072244
"50","VT","Vermont",2021,10,0,647093,15.4537292166659,0
"50","VT","Vermont",2022,572,4,647110,883.930089165675,6.18132929486486
"51","VA","Virginia",2008,2,63,7833496,0.255313847099686,8.0423861836401
"51","VA","Virginia",2009,4,68,7925937,0.504672192070162,8.57942726519275
"51","VA","Virginia",2010,12,78,8023699,1.49556956211842,9.72120215376973
"51","VA","Virginia",2011,21,100,8101155,2.59222296080003,12.3439188609525
"51","VA","Virginia",2012,18,123,8185080,2.19912328285124,15.0273424328168
"51","VA","Virginia",2013,23,113,8252427,2.78705888582838,13.6929414825481
"51","VA","Virginia",2014,15,112,8310993,1.8048384831993,13.4761273412214
"51","VA","Virginia",2015,10,96,8361808,1.19591361102766,11.4807706658656
"51","VA","Virginia",2016,16,93,8410106,1.90247304849665,11.0581245943868
"51","VA","Virginia",2017,15,114,8463587,1.77229819933321,13.4694663149324
"51","VA","Virginia",2018,8,128,8501286,0.941034097664753,15.0565455626361
"51","VA","Virginia",2019,16,93,8535519,1.8745198739526,10.8956467673495
"51","VA","Virginia",2020,12,87,8637193,1.38934026367131,10.072716911617
"51","VA","Virginia",2021,24,89,8657348,2.77221153637349,10.280284447385
"51","VA","Virginia",2022,30,110,8679099,3.456579997532,12.6741266576173
"53","WA","Washington",2008,NA,NA,6562231,NA,NA
"53","WA","Washington",2009,NA,NA,6667426,NA,NA
"53","WA","Washington",2010,0,0,6742830,0,0
"53","WA","Washington",2011,0,1,6826627,0,0.146485226159273
"53","WA","Washington",2012,0,0,6897058,0,0
"53","WA","Washington",2013,2,0,6963985,0.287191887977932,0
"53","WA","Washington",2014,0,0,7054655,0,0
"53","WA","Washington",2015,1,0,7163657,0.139593506500939,0
"53","WA","Washington",2016,0,0,7294771,0,0
"53","WA","Washington",2017,1,0,7423362,0.134709852490017,0
"53","WA","Washington",2018,0,0,7523869,0,0
"53","WA","Washington",2019,1,2,7614893,0.131321608852547,0.262643217705094
"53","WA","Washington",2020,1,1,7724566,0.129457111247415,0.129457111247415
"53","WA","Washington",2021,4,0,7741433,0.516700202662737,0
"53","WA","Washington",2022,2,1,7784477,0.256921563259805,0.128460781629903
"54","WV","West Virginia",2008,0,0,1840310,0,0
"54","WV","West Virginia",2009,0,1,1847775,0,0.541191432939617
"54","WV","West Virginia",2010,0,3,1854239,0,1.61791441124903
"54","WV","West Virginia",2011,0,1,1856301,0,0.538705737916426
"54","WV","West Virginia",2012,1,0,1856872,0.538540082461257,0
"54","WV","West Virginia",2013,3,4,1853914,1.61819803939126,2.15759738585501
"54","WV","West Virginia",2014,2,3,1849489,1.08137977571102,1.62206966356653
"54","WV","West Virginia",2015,0,5,1842050,0,2.71436714530007
"54","WV","West Virginia",2016,0,6,1831023,0,3.27685670797145
"54","WV","West Virginia",2017,2,6,1817004,1.10071304190855,3.30213912572564
"54","WV","West Virginia",2018,0,4,1804291,0,2.21693729004911
"54","WV","West Virginia",2019,3,9,1792147,1.67396982501993,5.0219094750598
"54","WV","West Virginia",2020,2,3,1791562,1.11634428504288,1.67451642756433
"54","WV","West Virginia",2021,1,15,1785249,0.560145951629156,8.40218927443735
"54","WV","West Virginia",2022,6,12,1774035,3.38212042039757,6.76424084079514
"55","WI","Wisconsin",2008,201,12,5640996,35.6320054118103,2.1272839051827
"55","WI","Wisconsin",2009,276,33,5669264,48.6835680963173,5.82086140282054
"55","WI","Wisconsin",2010,497,19,5690475,87.338930405634,3.33891283240854
"55","WI","Wisconsin",2011,690,7,5705288,120.940432805496,1.22693192701227
"55","WI","Wisconsin",2012,585,20,5719960,102.273442471626,3.49652794774789
"55","WI","Wisconsin",2013,688,34,5736754,119.928447341476,5.92669652559618
"55","WI","Wisconsin",2014,484,8,5751525,84.1515945770904,1.39093544755521
"55","WI","Wisconsin",2015,546,22,5760940,94.7761997174072,3.81882123403472
"55","WI","Wisconsin",2016,615,27,5772628,106.537265176277,4.67724578822678
"55","WI","Wisconsin",2017,684,58,5790186,118.130920146607,10.0169493691567
"55","WI","Wisconsin",2018,366,67,5807406,63.0229744570984,11.5369925918732
"55","WI","Wisconsin",2019,334,76,5822434,57.3643256411322,13.0529603255271
"55","WI","Wisconsin",2020,335,17,5896700,56.8114369053878,2.8829684399749
"55","WI","Wisconsin",2021,771,33,5879978,131.122939575624,5.61226589623295
"55","WI","Wisconsin",2022,514,36,5890543,87.2585091051878,6.11149091009097
"56","WY","Wyoming",2008,0,0,546043,0,0
"56","WY","Wyoming",2009,0,0,559851,0,0
"56","WY","Wyoming",2010,0,0,564487,0,0
"56","WY","Wyoming",2011,1,0,567299,1.76273887315155,0
"56","WY","Wyoming",2012,0,0,576305,0,0
"56","WY","Wyoming",2013,0,0,582122,0,0
"56","WY","Wyoming",2014,0,0,582531,0,0
"56","WY","Wyoming",2015,0,0,585613,0,0
"56","WY","Wyoming",2016,1,0,584215,1.71169860410979,0
"56","WY","Wyoming",2017,0,0,578931,0,0
"56","WY","Wyoming",2018,0,0,577601,0,0
"56","WY","Wyoming",2019,0,1,578759,0,1.72783490191945
"56","WY","Wyoming",2020,0,1,577664,0,1.73111012630179
"56","WY","Wyoming",2021,0,0,579548,0,0
"56","WY","Wyoming",2022,0,1,581629,0,1.71930904408136
